2023/05/11 21:43:17.619 [D]  init logger succ
2023/05/11 21:43:17.622 [D]  init kafka succ
2023/05/11 21:43:17.623 [D]  init elasticsearch succ
2023/05/11 21:43:27.395 [D]  Partition:1 Offset:17 Key: Value:2023/05/11 21:43:27.133 [D]  partition:5 offset:28 topic:nginx_log
2023/05/11 21:43:27.395 [D]  Partition:4 Offset:33 Key: Value:2023/05/11 21:43:27.134 [D]  partition:3 offset:30 topic:nginx_log
2023/05/11 21:43:27.400 [D]  Partition:3 Offset:31 Key: Value:2023/05/11 21:43:27.134 [D]  partition:1 offset:16 topic:nginx_log
2023/05/11 21:43:27.400 [D]  Partition:6 Offset:20 Key: Value:2023/05/11 21:43:27.135 [D]  partition:7 offset:19 topic:nginx_log
2023/05/11 21:43:27.657 [D]  Partition:6 Offset:21 Key: Value:2023/05/11 21:43:27.394 [D]  partition:1 offset:17 topic:nginx_log
2023/05/11 21:43:27.658 [D]  Partition:3 Offset:32 Key: Value:2023/05/11 21:43:27.395 [D]  partition:4 offset:33 topic:nginx_log
2023/05/11 21:43:27.659 [D]  Partition:5 Offset:29 Key: Value:2023/05/11 21:43:27.399 [D]  partition:3 offset:31 topic:nginx_log
2023/05/11 21:43:27.660 [D]  Partition:6 Offset:22 Key: Value:2023/05/11 21:43:27.400 [D]  partition:6 offset:20 topic:nginx_log
2023/05/11 21:43:27.918 [D]  Partition:2 Offset:14 Key: Value:2023/05/11 21:43:27.656 [D]  partition:6 offset:21 topic:nginx_log
2023/05/11 21:43:27.918 [D]  Partition:7 Offset:20 Key: Value:2023/05/11 21:43:27.658 [D]  partition:3 offset:32 topic:nginx_log
2023/05/11 21:43:27.920 [D]  Partition:6 Offset:23 Key: Value:2023/05/11 21:43:27.660 [D]  partition:6 offset:22 topic:nginx_log
2023/05/11 21:43:27.921 [D]  Partition:7 Offset:21 Key: Value:2023/05/11 21:43:27.659 [D]  partition:5 offset:29 topic:nginx_log
2023/05/11 21:43:28.179 [D]  Partition:1 Offset:18 Key: Value:2023/05/11 21:43:27.917 [D]  partition:2 offset:14 topic:nginx_log
2023/05/11 21:43:28.180 [D]  Partition:0 Offset:36 Key: Value:2023/05/11 21:43:27.918 [D]  partition:7 offset:20 topic:nginx_log
2023/05/11 21:43:28.182 [D]  Partition:6 Offset:24 Key: Value:2023/05/11 21:43:27.919 [D]  partition:7 offset:21 topic:nginx_log
2023/05/11 21:43:28.184 [D]  Partition:6 Offset:25 Key: Value:2023/05/11 21:43:27.920 [D]  partition:6 offset:23 topic:nginx_log
2023/05/11 21:43:28.441 [D]  Partition:1 Offset:19 Key: Value:2023/05/11 21:43:28.179 [D]  partition:1 offset:18 topic:nginx_log
2023/05/11 21:43:28.442 [D]  Partition:2 Offset:15 Key: Value:2023/05/11 21:43:28.181 [D]  partition:0 offset:36 topic:nginx_log
2023/05/11 21:43:28.443 [D]  Partition:4 Offset:34 Key: Value:2023/05/11 21:43:28.182 [D]  partition:6 offset:24 topic:nginx_log
2023/05/11 21:43:28.443 [D]  Partition:3 Offset:33 Key: Value:2023/05/11 21:43:28.183 [D]  partition:6 offset:25 topic:nginx_log
2023/05/11 21:43:28.701 [D]  Partition:0 Offset:37 Key: Value:2023/05/11 21:43:28.441 [D]  partition:1 offset:19 topic:nginx_log
2023/05/11 21:43:28.702 [D]  Partition:2 Offset:16 Key: Value:2023/05/11 21:43:28.442 [D]  partition:2 offset:15 topic:nginx_log
2023/05/11 21:43:28.702 [D]  Partition:1 Offset:20 Key: Value:2023/05/11 21:43:28.442 [D]  partition:4 offset:34 topic:nginx_log
2023/05/11 21:43:28.703 [D]  Partition:3 Offset:34 Key: Value:2023/05/11 21:43:28.442 [D]  partition:3 offset:33 topic:nginx_log
2023/05/11 21:43:28.964 [D]  Partition:3 Offset:35 Key: Value:2023/05/11 21:43:28.701 [D]  partition:0 offset:37 topic:nginx_log
2023/05/11 21:43:28.965 [D]  Partition:0 Offset:38 Key: Value:2023/05/11 21:43:28.702 [D]  partition:2 offset:16 topic:nginx_log
2023/05/11 21:43:28.966 [D]  Partition:3 Offset:36 Key: Value:2023/05/11 21:43:28.703 [D]  partition:3 offset:34 topic:nginx_log
2023/05/11 21:43:28.966 [D]  Partition:0 Offset:39 Key: Value:2023/05/11 21:43:28.702 [D]  partition:1 offset:20 topic:nginx_log
